type,name,title,slug,url,contributor,code,stamp,board_type,board_circled_letters,board_extra_label,board_calendar_short,board_calendar,board_year,board_month,rom_kind,rom_label,rom_manufacturer,rom_manufacturer_name,rom_calendar_short,rom_calendar,rom_year,rom_month,rom_week,mapper_kind,mapper_label,mapper_manufacturer,mapper_manufacturer_name,mapper_calendar_short,mapper_calendar,mapper_year,mapper_month,mapper_week,ram_kind,ram_label,ram_manufacturer,ram_manufacturer_name,ram_calendar_short,ram_calendar,ram_year,ram_month,ram_week,ram_protector_kind,ram_protector_label,ram_protector_manufacturer,ram_protector_manufacturer_name,ram_protector_calendar_short,ram_protector_calendar,ram_protector_year,ram_protector_month,ram_protector_week,crystal_kind,crystal_label,crystal_manufacturer,crystal_manufacturer_name,crystal_calendar_short,crystal_calendar,crystal_year,crystal_month,crystal_week,rom2_kind,rom2_label,rom2_manufacturer,rom2_manufacturer_name,rom2_calendar_short,rom2_calendar,rom2_year,rom2_month,rom2_week,flash_kind,flash_label,flash_manufacturer,flash_manufacturer_name,flash_calendar_short,flash_calendar,flash_year,flash_month,flash_week,line_decoder_kind,line_decoder_label,line_decoder_manufacturer,line_decoder_manufacturer_name,line_decoder_calendar_short,line_decoder_calendar,line_decoder_year,line_decoder_month,line_decoder_week,eeprom_kind,eeprom_label,eeprom_manufacturer,eeprom_manufacturer_name,eeprom_calendar_short,eeprom_calendar,eeprom_year,eeprom_month,eeprom_week,accelerometer_kind,accelerometer_label,accelerometer_manufacturer,accelerometer_manufacturer_name,accelerometer_calendar_short,accelerometer_calendar,accelerometer_year,accelerometer_month,accelerometer_week,u4_kind,u4_label,u4_manufacturer,u4_manufacturer_name,u4_calendar_short,u4_calendar,u4_year,u4_month,u4_week,u5_kind,u5_label,u5_manufacturer,u5_manufacturer_name,u5_calendar_short,u5_calendar,u5_year,u5_month,u5_week,crystal
DMG-AD3E-1,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3E-1/creeps-1.html,creeps,DMG-AD3E-USA,12A,DMG-DECN-10,K,2,Aug/1998,August/1998,1998,8,MX23C4002-20,C983938-M MX23C4002-20 DMG-AD3E-1 E1 1P0221Y3,Macronix,Macronix,39/1998,Week 39/1998,1998,,39,MBC1B1,DMG MBC1B1 Nintendo S 9838 5 A,Sharp,Sharp,38/1998,Week 38/1998,1998,,38,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9820 3 DB,Sharp,Sharp,20/1998,Week 20/1998,1998,,20,BA6129A,6129A 8914,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AD3P-1,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/gekkio-1.html,gekkio,DMG-AD3P-EUR,22A,DMG-DECN-10,I,6,Jul/1998,July/1998,1998,7,MX23C4002-20,J983638-M MX23C4002-20 DMG-AD3P-1 E1 1P0410Y1,Macronix,Macronix,36/1998,Week 36/1998,1998,,36,MBC1B,DMG MBC1B Nintendo S 9749 1 A,Sharp,Sharp,49/1997,Week 49/1997,1997,,49,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9821 5 DB,Sharp,Sharp,21/1998,Week 21/1998,1998,,21,MM1026A,835 26A,Mitsumi,Mitsumi,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AD3P-1,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/mattcurrie-1.html,mattcurrie,DMG-AD3P-AUS,,DMG-DECN-10,I,3,Jul/1998,July/1998,1998,7,MX23C4002-20,C983638-M MX23C4002-20 DMG-AD3P-1 E1 1P0443Y1,Macronix,Macronix,36/1998,Week 36/1998,1998,,36,MBC1B1,DMG MBC1B1 Nintendo S 9837 3 A,Sharp,Sharp,37/1998,Week 37/1998,1998,,37,HY6264ALLJ-10,HY6264A LLJ-10 9824B KOREA,Hyundai,Hyundai,24/1998,Week 24/1998,1998,,24,MM1026A,836 26A,Mitsumi,Mitsumi,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AD3P-1,"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced)",Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD3P-1/missingno-force-1.html,Missingno_force,DMG-AD3P-EUR,22A,DMG-DECN-20,I,4,Jun/1999,June/1999,1999,6,MX23C4002-20,C992838-M MX23C4002-20 DMG-AD3P-1 E1 1P0872A1,Macronix,Macronix,28/1999,Week 28/1999,1999,,28,MBC1B,DMG MBC1-B Nintendo P 9'22,,,1999,1999,1999,,,BR6265BF-10SL,BR6265BF-10SL 924 133N,ROHM,ROHM,24/1999,Week 24/1999,1999,,24,BA6735,6735 9506,ROHM,ROHM,1999,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AD4P-0,Dropzone (Europe) (GB Compatible),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AD4P-0/gekkio-1.html,gekkio,DMG-AD4P-EUR,11,DMG-A07-01,K,2,Mar/1999,March/1999,1999,3,LHMN2E,DMG-AD4P-0 S LHMN2EN2 JAPAN D1 9915 D,Sharp,Sharp,15/1999,Week 15/1999,1999,,15,MBC5,MBC5 P-1 906U2L,,,6/1999,Week 6/1999,1999,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADDE-0,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDE-0/creeps-1.html,creeps,DMG-ADDE-USA-2,22,DMG-DECN-20,I,4,Oct/1999,October/1999,1999,10,LH5S4M,DMG-ADDE-0 S LH5S4MVC JAPAN E1 9949 E,Sharp,Sharp,49/1999,Week 49/1999,1999,,49,MBC1B1,DMG MBC1B1 Nintendo S 9910 5 A,Sharp,Sharp,10/1999,Week 10/1999,1999,,10,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9946 5 EB,Sharp,Sharp,46/1999,Week 46/1999,1999,,46,BA6735,6735 9A06,ROHM,ROHM,1999,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADDJ-0,Donkey Kong Land (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDJ-0/gekkio-1.html,gekkio,DMG-ADDJ-JPN,22,DMG-DECN-02,I,6,Nov/1996,November/1996,1996,11,LH534M,DMG-ADDJ-0 S LH534MVN JAPAN E1 9648 E,Sharp,Sharp,48/1996,Week 48/1996,1996,,48,MBC1B,DMG MBC1-B Nintendo P 6'N8,,,1996,1996,1996,,,HY6264ALLJ-10,HY6264A LLJ-10 9640B KOREA,Hyundai,Hyundai,40/1996,Week 40/1996,1996,,40,MM1026A,646 26A,Mitsumi,Mitsumi,1996,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADDP-0,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDP-0/gekkio-1.html,gekkio,DMG-ADDP-EUR-1,00,DMG-DECN(K)-02,Hs,4,Aug/1996,August/1996,1996,8,LH534M,DMG-ADDP-0 S LH534MVA JAPAN E1 9640 D,Sharp,Sharp,40/1996,Week 40/1996,1996,,40,MBC1B1,DMG MBC1B1 Nintendo S 9639 3 A,Sharp,Sharp,39/1996,Week 39/1996,1996,,39,LH5268ANF-10PLL,LH5268ANF-10PLL MOSEL-VITELIC JAPAN N633 0A BC,Mosel-Vitelic,Mosel-Vitelic,33/1996,Week 33/1996,1996,,33,BA6129A,6129A 6942,ROHM,ROHM,1996,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADDP-0,"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced)",Entry #1,tobiasvl-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADDP-0/tobiasvl-1.html,tobiasvl,DMG-ADDP-EUR-1,22,DMG-DECN-02,Y,2,Oct/1996,October/1996,1996,10,LH534M,DMG-ADDP-0 S LH534MVA JAPAN E1 9644 D,Sharp,Sharp,44/1996,Week 44/1996,1996,,44,MBC1B1,DMG MBC1B1 Nintendo S 9643 7 A,Sharp,Sharp,43/1996,Week 43/1996,1996,,43,XLJ6265BF-10SL,XLJ6265BF-10SL 636 112N,ROHM,ROHM,36/1996,Week 36/1996,1996,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADQJ-0,Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-0/gekkio-1.html,gekkio,DMG-ADQJ-JPN,20,DMG-DGCU-01,Y,5,Aug/1998,August/1998,1998,8,KM23C16120T,SEC KM23C16120T DMG-ADQJ-0 G2 KF6402G,Samsung,Samsung,,,,,,MBC1B1,DMG MBC1B1 Nintendo S 9829 3 A,Sharp,Sharp,29/1998,Week 29/1998,1998,,29,BR6265BF-10SL,BR6265BF-10SL 821 148N,ROHM,ROHM,21/1998,Week 21/1998,1998,,21,MM1026A,748 26A,Mitsumi,Mitsumi,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADQJ-0,Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible),Entry #2,gekkio-2,https://gbhwdb.gekkio.fi/cartridges/DMG-ADQJ-0/gekkio-2.html,gekkio,DMG-ADQJ-JPN,22,DMG-DGCU-01,I,6,Aug/1998,August/1998,1998,8,LH537M,DMG-ADQJ-0 S LH537MT2 JAPAN G2 9836 E,Sharp,Sharp,36/1998,Week 36/1998,1998,,36,MBC1B,DMG MBC1-B Nintendo P 8'47,,,1998,1998,1998,,,LH5164AN-10L,LH5164AN-10L SHARP JAPAN 9820 1 DB,Sharp,Sharp,20/1998,Week 20/1998,1998,,20,BA6129A,6129A 8Q12,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADYD-0,Barbie - Meeres Abenteuer (Germany) (GB Compatible),Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADYD-0/missingno-force-1.html,Missingno_force,DMG-ADYD-NOE,22,DMG-A07-01,MB,5,Oct/1999,October/1999,1999,10,MX23C8005-12,J994449-M MX23C8005-12 DMG-ADYD-0 F1 1B2129LB,Macronix,Macronix,44/1999,Week 44/1999,1999,,44,MBC5,MBC-5 BU3650K 942 H82,ROHM,ROHM,42/1999,Week 42/1999,1999,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ADYP-0,Barbie - Ocean Discovery (Europe) (GB Compatible),Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ADYP-0/irfon-jones-1.html,Irfon Jones,DMG-ADYP-UKV,20,DMG-A07-01,A,3,Oct/1999,October/1999,1999,10,LH538W,DMG-ADYP-0 S LH538WPD JAPAN F1 9945 D,Sharp,Sharp,45/1999,Week 45/1999,1999,,45,MBC5,MBC5 P-1 942U5M,,,42/1999,Week 42/1999,1999,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AEMP-0,"Madden NFL 2000 (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AEMP-0/issotm-1.html,ISSOtm,DMG-AEMP-EUR,22,DMG-A07-01,K,6,Nov/1999,November/1999,1999,11,MX23C8005-12,S994649-M MX23C8005-12 DMG-AEMP-0 F1 1B2728A1,Macronix,Macronix,46/1999,Week 46/1999,1999,,46,MBC5,MBC5 LZ9GB31 9944 A,Sharp,Sharp,44/1999,Week 44/1999,1999,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AFFJ-0,Super Chinese Fighter GB (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AFFJ-0/gekkio-1.html,gekkio,DMG-AFFJ-JPN,00,DMG-BFAN-01,Y,5,Dec/1996,December/1996,1996,12,LH538M,DMG-AFFJ-0 S LH538MN8 JAPAN F1 9651 D,Sharp,Sharp,51/1996,Week 51/1996,1996,,51,MBC1B,DMG MBC1-B Nintendo P 6'D6,,,1996,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AFGE-0,Frogger (USA),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AFGE-0/gekkio-1.html,gekkio,DMG-AFGE-USA,22,DMG-BEAN-10,I,6,Sep/1998,September/1998,1998,9,LH530800A,DMG-AFGE-0 S LH531HZW JAPAN C1 9840 E,Sharp,Sharp,40/1998,Week 40/1998,1998,,40,MBC1B,DMG MBC1-B Nintendo P 8'57,,,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AFOP-0,"FIFA 2000 (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AFOP-0/issotm-1.html,ISSOtm,DMG-AFOP-FRA,12,DMG-A07-01,A,1,,,,,LH538W,DMG-AFOP-0 S LH538WPU JAPAN F1 9949 D,Sharp,Sharp,49/1999,Week 49/1999,1999,,49,MBC5,MBC5 P-1 943U7M,,,43/,Week 43/,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGAE-1,Game & Watch Gallery (USA) (Rev 1) (SGB Enhanced),Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGAE-1/ben-black-1.html,Ben Black,DMG-AGAE-USA,00A,DMG-DECN-10,K,3,Nov/1997,November/1997,1997,11,LH532M,DMG-AGAE-1 S LH532MUT JAPAN D1 9807 D,Sharp,Sharp,7/1998,Week 7/1998,1998,,7,MBC1B1,DMG MBC1B1 Nintendo S 9749 1 A,Sharp,Sharp,49/1997,Week 49/1997,1997,,49,LH5168N-10PL,LH5168N-10PL MOSEL-VITELIC JAPAN N747 0P BH,Mosel-Vitelic,Mosel-Vitelic,47/1997,Week 47/1997,1997,,47,BA6129A,6129A 7C60,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGAE-1,Game & Watch Gallery (USA) (Rev 1) (SGB Enhanced),Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGAE-1/creeps-1.html,creeps,DMG-AGAE-USA,22A,DMG-DECN-10,Y,2,Oct/1998,October/1998,1998,10,LH532M,DMG-AGAE-1 S LH532MUT JAPAN D1 9849 D,Sharp,Sharp,49/1998,Week 49/1998,1998,,49,MBC1B,DMG MBC1-B Nintendo P 8'N4,,,1998,1998,1998,,,HY6264ALJ-70,HY6264A LJ-70 9824B KOREA,Hyundai,Hyundai,24/1998,Week 24/1998,1998,,24,BA6129A,6129A 8B07,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGCE-0,Arcade Classic No. 3 - Galaga & Galaxian (USA) (SGB Enhanced),Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGCE-0/creeps-1.html,creeps,DMG-AGCE-USA,22,DMG-BEAN-02,I,3,Nov/1995,November/1995,1995,11,23C1001EAGW,Ⓜ AT&T JAPAN DMG-AGCE-0 C1 23C1001EAGW-N23 9549E9007,AT&T Technologies,AT&T Technologies,49/1995,Week 49/1995,1995,,49,MBC1B,DMG MBC1-B Nintendo P 5'N2,,,1995,1995,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGGA-0,Game Boy Gallery - 5 Games in 1 (Europe) (SGB Enhanced),Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGGA-0/mattcurrie-1.html,mattcurrie,DMG-AGGA-AUS,20,DMG-BEAN-10,Y,4,Jan/1997,January/1997,1997,1,LH530800A,DMG-AGGA-0 S LH531HWM JAPAN C1 9705 E,Sharp,Sharp,5/1997,Week 5/1997,1997,,5,MBC1B1,DMG MBC1B1 Nintendo S 9652 1 A,Sharp,Sharp,52/1996,Week 52/1996,1996,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGLE-0,"Game & Watch Gallery 2 (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGLE-0/ben-black-1.html,Ben Black,DMG-AGLE-USA,11,DMG-A06-01,K,1,Nov/1998,November/1998,1998,11,MSM538011E,DMG-AGLE-0 F1 M538011E-18 843232G,OKI,OKI,43/1998,Week 43/1998,1998,,43,MBC5,MBC5 P-1 851U3L,,,51/1998,Week 51/1998,1998,,51,LH5164AN-10L,LH5164AN-10L SHARP A9851 5 CB,Sharp,Sharp,51/1998,Week 51/1998,1998,,51,MM1134A,849 134A,Mitsumi,Mitsumi,49/1998,Week 49/1998,1998,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGOP-0,Hugo (Europe) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGOP-0/gekkio-1.html,gekkio,DMG-AGOP-NOE,22,DMG-BEAN-10,K,1,Oct/1998,October/1998,1998,10,LH530800A,DMG-AGOP-0 S LH531HH6 JAPAN C1 9846 D,Sharp,Sharp,46/1998,Week 46/1998,1998,,46,MBC1B,DMG MBC1-B Nintendo P 8'06,,,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGQE-0,"Game & Watch Gallery 3 (USA, Europe) (SGB Enhanced) (GB Compatible)",Entry #1,lance-kindle-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGQE-0/lance-kindle-1.html,Lance Kindle,,,DMG-Z02-01,I,3,Aug/2000,August/2000,2000,8,N-8001EJGW,DMG-AGQE-0 F1 N-8001EJGW-K14 0033K7036,,,33/2000,Week 33/2000,2000,,33,MBC5,07D4CKT MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,BR62256F-70LL,BR62256F-70LL 031 150NA,ROHM,ROHM,31/2000,Week 31/2000,2000,,31,BA6735,6735 0738,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGWJ-0,Game Boy Wars Turbo (Japan) (SGB Enhanced),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGWJ-0/gekkio-1.html,gekkio,DMG-AGWJ-JPN,22,DMG-DEDN-10,I,6,May/1997,May/1997,1997,5,MX23C4002-20,C9721-M MX23C4002-20 DMG-AGWJ-0 E1 43340G,Macronix,Macronix,21/1997,Week 21/1997,1997,,21,MBC1B1,DMG MBC1B1 Nintendo S 9722 5 A,Sharp,Sharp,22/1997,Week 22/1997,1997,,22,GM76C256BLLFW70,LGS GM76C256BLLFW70 9617 KOREA,Lucky GoldStar,Lucky GoldStar,17/1996,Week 17/1996,1996,,17,BA6129A,6129A 7581,ROHM,ROHM,1997,1997,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AGX-0,Pang (Europe),Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AGX-0/mattcurrie-1.html,mattcurrie,DMG-AG-NOE,22,DMG-BEAN-02,I,2,Sep/1993,September/1993,1993,9,LH530800,DMG-AGX-0 S LH53080M JAPAN C1 9339 E,Sharp,Sharp,39/1993,Week 39/1993,1993,,39,MBC1B1,DMG MBC1B1 Nintendo S 9215 5 A,Sharp,Sharp,15/1992,Week 15/1992,1992,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AHHJ-0,Trade & Battle Card Hero (Japan) (SGB Enhanced) (GB Compatible),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AHHJ-0/gekkio-1.html,gekkio,DMG-AHHJ-JPN,22,DMG-KGDU-01,I,3,Jan/2000,January/2000,2000,1,LH537M,DMG-AHHJ-0 S LH537MYP JAPAN G2 0009 D,Sharp,Sharp,9/2000,Week 9/2000,2000,,9,MBC3A,MBC-3 A BU3632K 004 H64,ROHM,ROHM,4/2000,Week 4/2000,2000,,4,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0009 3 SO,Sharp,Sharp,9/2000,Week 9/2000,2000,,9,MM1134A,003 134A,Mitsumi,Mitsumi,3/2000,Week 3/2000,2000,,3,32.768 kHz,32K9X,,,1999,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":""32.768 kHz"",""label"":""32K9X"",""manufacturer"":null,""year"":1999,""month"":null,""week"":null,""rom_code"":null}"
DMG-AHHJ-0,Trade & Battle Card Hero (Japan) (SGB Enhanced) (GB Compatible),Entry #1,hdr-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AHHJ-0/hdr-1.html,HDR,DMG-AHHJ-JPN,,DMG-KGDU-01,I,1,Jan/2000,January/2000,2000,1,MX23C1603-12,M000795-M MX23C1603-12 1 DMG-AHHJ-0 G2 1Q6004A1,Macronix,Macronix,7/2000,Week 7/2000,2000,,7,MBC3A,MBC3 A P-2 003U1E,,,3/2000,Week 3/2000,2000,,3,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0009 1 SO,Sharp,Sharp,9/2000,Week 9/2000,2000,,9,MM1134A,002 134A,Mitsumi,Mitsumi,2/2000,Week 2/2000,2000,,2,32.768 kHz,32K9Y,,,1999,1999,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""kind"":""32.768 kHz"",""label"":""32K9Y"",""manufacturer"":null,""year"":1999,""month"":null,""week"":null,""rom_code"":null}"
DMG-AK2P-0,"Mortal Kombat & Mortal Kombat II (USA, Europe)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AK2P-0/gekkio-1.html,gekkio,DMG-AK2P-EUR,20,DMG-M-BFAN-10,I,6,Oct/1997,October/1997,1997,10,N-8001EJGW,DMG-AK2P-0 F1 N-8001EJGW-J76 9742K7006,,,42/1997,Week 42/1997,1997,,42,MBC1B1,DMG MBC1B1 Nintendo S 9742 1 A,Sharp,Sharp,42/1997,Week 42/1997,1997,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AKBJ-0,Hoshi no Kirby 2 (Japan) (SGB Enhanced),Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AKBJ-0/ben-black-1.html,Ben Black,DMG-AKBJ-JPN,23,DMG-DECN-02,I,3,Feb/1995,February/1995,1995,2,LH534M,DMG-AKBJ-0 S LH534MY0 JAPAN E1 9509 D,Sharp,Sharp,9/1995,Week 9/1995,1995,,9,MBC1B1,DMG MBC1B1 Nintendo S 9449 5 A,Sharp,Sharp,49/1994,Week 49/1994,1994,,49,LH5268ANF-10YLL,LH5268ANF-10YLL Xlink JAPAN H429 0Y BB,Crosslink Semiconductor,Crosslink Semiconductor,29/1994,Week 29/1994,1994,,29,MM1026A,436 26A,Mitsumi,Mitsumi,1994,1994,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-AKBP-0,"Kirby's Dream Land 2 (USA, Europe) (SGB Enhanced)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AKBP-0/mattcurrie-1.html,mattcurrie,DMG-AKBP-AUS,22,DMG-DECN-02,Y,6,Oct/1995,October/1995,1995,10,LH534M,DMG-AKBP-0 S LH534MY3 JAPAN E1 9543 E,Sharp,Sharp,43/1995,Week 43/1995,1995,,43,MBC1B1,DMG MBC1B1 Nintendo S 9541 3 A,Sharp,Sharp,41/1995,Week 41/1995,1995,,41,XLJ6265BF-10SL,XLJ6265BF-10SL 533 114N,ROHM,ROHM,33/1995,Week 33/1995,1995,,33,MM1026A,529 26A,Mitsumi,Mitsumi,1995,1995,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
